monthly_income,monthly_expenses,monthly_emi,cash_flow_surplus,debt_to_income,average_balance,minimum_balance_ratio,income_stability,expense_volatility,transaction_regularity,negative_cashflow_months,income_trend_3m,utility_payment_consistency,digital_transaction_ratio,savings_rate,failed_payment_count,non_debt_recurring_obligations,existing_debt_amount,credit_history_available,credit_history_length,default_probability_ground_truth,default_risk
130096.01,84030.96,12000.0,34065.05,0.0922,157339.0,0.3085,0.854,0.188,0.879,0,0.3816,0.898,0.839,0.2618,0,7293.84,216000.0,1,18,0.0466,0
46287.0,23492.36,0.0,22794.64,0.0,138463.84,0.7554,0.974,0.074,0.941,0,0.037,0.965,0.769,0.4925,0,7217.29,0.0,1,6,0.0024,0
42914.24,27129.55,0.0,15784.7,0.0,83054.85,0.4302,0.889,0.137,0.846,0,0.0704,0.893,0.839,0.3678,0,4666.55,0.0,0,0,0.133,0
51039.12,26394.63,0.0,24644.49,0.0,147760.51,0.6894,0.971,0.086,0.977,0,0.0473,0.979,0.82,0.4829,0,7808.66,0.0,0,0,0.002,0
89889.52,46199.25,3000.0,40690.27,0.0334,237289.64,0.5741,0.972,0.105,0.946,0,0.0605,0.955,0.852,0.4527,0,7173.88,45000.0,0,0,0.0006,0
29991.84,23062.81,16000.0,-9070.98,0.5335,613.39,0.0167,0.908,0.127,0.728,24,-0.1543,0.638,0.627,0.0,1,5749.06,384000.0,1,24,1.0,1
72538.29,44306.34,4000.0,24231.95,0.0551,105073.06,0.346,0.856,0.166,0.925,0,0.3717,0.911,0.851,0.3341,0,7680.8,72000.0,0,0,0.0634,0
22209.23,16996.53,20000.0,-14787.29,0.9005,500.0,0.0225,0.914,0.108,0.607,24,-0.1768,0.626,0.719,0.0,2,6265.2,480000.0,0,0,1.0,1
50406.84,31703.66,1500.0,17203.18,0.0298,85044.9,0.3022,0.899,0.127,0.898,0,-0.044,0.889,0.861,0.3413,0,3751.88,18000.0,0,0,0.175,0
73112.87,45013.19,4000.0,24099.68,0.0547,108082.52,0.3816,0.853,0.21,0.865,0,0.1668,0.911,0.804,0.3296,0,8279.4,72000.0,0,0,0.2252,0
72301.22,35073.23,0.0,37228.0,0.0,227467.69,0.8034,0.974,0.09,0.976,0,0.0289,0.996,0.875,0.5149,0,7066.66,0.0,0,0,0.0002,0
88997.35,44036.68,6000.0,38960.67,0.0674,229530.19,0.581,0.974,0.094,0.956,0,0.0498,0.992,0.768,0.4378,0,5289.09,90000.0,1,12,0.0008,0
88920.66,52941.34,12000.0,23979.32,0.135,119171.13,0.472,0.876,0.134,0.912,0,0.2342,0.884,0.846,0.2697,0,7142.74,216000.0,0,0,0.0648,0
47876.58,29981.2,0.0,17895.38,0.0,92860.39,0.4426,0.904,0.137,0.829,0,0.1297,0.866,0.839,0.3738,0,4014.79,0.0,0,0,0.0946,0
49208.74,30586.98,12000.0,6621.76,0.2439,49950.26,0.5527,0.819,0.17,0.942,1,0.4159,0.928,0.736,0.1346,0,10477.53,216000.0,0,0,0.6247,0
61497.25,32024.65,3000.0,26472.6,0.0488,161134.72,0.6618,0.974,0.084,0.909,0,0.0466,0.988,0.813,0.4305,0,7292.6,45000.0,0,0,0.0028,0
65549.97,33109.88,6000.0,26440.09,0.0915,167941.03,0.7154,0.971,0.101,0.93,0,0.0389,0.965,0.906,0.4034,0,5222.94,90000.0,0,0,0.0033,0
67507.71,41467.52,4000.0,22040.19,0.0593,113323.54,0.5793,0.828,0.204,0.913,0,0.4069,0.925,0.744,0.3265,0,7272.17,72000.0,0,0,0.0857,0
46247.41,35109.98,8000.0,3137.42,0.173,14711.39,0.14,0.903,0.133,0.552,3,-0.2318,0.56,0.728,0.0678,3,5329.76,192000.0,1,25,0.9998,1
61734.51,38815.35,4000.0,18919.16,0.0648,99467.83,0.5907,0.853,0.167,0.874,0,0.4386,0.852,0.76,0.3065,0,9376.27,72000.0,0,0,0.0887,0
81281.38,40069.86,6000.0,35211.52,0.0738,216947.41,0.6688,0.972,0.09,0.95,0,0.0461,0.983,0.838,0.4332,0,6531.3,90000.0,1,6,0.0009,0
24558.73,18540.8,16000.0,-9982.07,0.6515,500.0,0.0204,0.912,0.108,0.587,24,-0.2059,0.725,0.542,0.0,1,5251.17,384000.0,0,0,1.0,1
53756.76,27829.47,0.0,25927.29,0.0,172763.01,0.999,0.976,0.09,0.954,0,0.035,0.995,0.89,0.4823,0,5474.62,0.0,0,0,0.0005,0
45920.42,22533.78,0.0,23386.64,0.0,149078.34,0.9651,0.971,0.103,0.944,0,0.0413,0.996,0.755,0.5093,0,6729.34,0.0,0,0,0.0015,0
34618.29,21732.03,0.0,12886.26,0.0,69359.65,0.4524,0.922,0.108,0.872,0,-0.0329,0.951,0.93,0.3722,0,3982.7,0.0,0,0,0.0708,0
104275.1,65004.41,4000.0,35270.69,0.0384,161390.03,0.4037,0.873,0.156,0.867,0,0.193,0.89,0.802,0.3382,0,6782.73,72000.0,0,0,0.0224,0
80300.28,50512.28,12000.0,17788.0,0.1494,91379.2,0.4279,0.858,0.168,0.851,0,0.2813,0.906,0.75,0.2215,0,11837.14,216000.0,0,0,0.3216,1
54888.51,28329.19,0.0,26559.32,0.0,172743.16,0.9278,0.974,0.08,0.941,0,0.0472,0.989,0.803,0.4839,0,6811.99,0.0,1,2,0.0006,0
39305.75,30367.14,8000.0,938.61,0.2035,4749.47,0.0521,0.917,0.108,0.63,10,-0.1269,0.653,0.732,0.0239,2,4139.74,192000.0,1,10,0.9996,1
30517.42,19654.64,3500.0,7362.79,0.1147,46624.18,0.4955,0.892,0.126,0.825,0,-0.1399,0.95,0.943,0.2413,0,4924.58,42000.0,0,0,0.439,0
54034.06,27419.97,0.0,26614.1,0.0,159108.61,0.7476,0.974,0.095,0.951,0,0.0466,0.988,0.879,0.4925,0,6903.71,0.0,0,0,0.0013,0
73534.08,36502.81,0.0,37031.27,0.0,213656.28,0.6478,0.97,0.084,0.957,0,0.0643,0.983,0.808,0.5036,0,5780.7,0.0,1,2,0.0004,0
34779.45,22173.6,1500.0,11105.84,0.0431,59534.66,0.4576,0.889,0.106,0.882,0,0.0876,0.972,0.828,0.3193,0,3697.41,18000.0,0,0,0.1171,0
83268.08,40742.85,0.0,42525.24,0.0,249033.65,0.7109,0.972,0.074,0.949,0,0.0356,0.958,0.82,0.5107,0,7227.19,0.0,1,3,0.0002,0
29365.25,18605.94,0.0,10759.31,0.0,62884.24,0.6254,0.894,0.123,0.868,0,-0.0371,0.966,0.843,0.3664,0,4780.23,0.0,0,0,0.0932,0
51577.15,33274.03,0.0,18303.12,0.0,91049.98,0.2876,0.902,0.121,0.898,0,0.0023,0.968,0.888,0.3549,0,4893.13,0.0,0,0,0.0729,1
76617.15,38166.8,0.0,38450.35,0.0,226849.78,0.7026,0.974,0.111,0.933,0,0.0418,0.931,0.889,0.5019,0,6876.66,0.0,1,5,0.0005,0
83873.83,42407.55,6000.0,35466.28,0.0715,205956.29,0.5482,0.974,0.081,0.925,0,0.0531,0.975,0.918,0.4229,0,7240.02,90000.0,1,13,0.0011,0
44197.59,28364.38,0.0,15833.21,0.0,84542.09,0.4529,0.893,0.14,0.818,0,-0.0327,0.959,0.866,0.3582,0,4341.52,0.0,0,0,0.1268,0
83950.59,42925.49,6000.0,35025.1,0.0715,217130.73,0.6641,0.974,0.09,0.926,0,0.0623,0.922,0.814,0.4172,0,8661.89,90000.0,1,4,0.0013,0
29286.4,17617.35,1500.0,10169.05,0.0512,54507.01,0.4495,0.889,0.136,0.865,0,-0.0639,0.973,0.929,0.3472,1,3876.67,18000.0,0,0,0.4257,0
39933.71,19758.7,3000.0,17175.01,0.0751,131781.83,1.2911,0.974,0.112,0.975,0,0.0415,0.984,0.824,0.4301,0,7316.29,45000.0,1,6,0.0016,0
75781.66,46633.51,4000.0,25148.14,0.0528,114752.02,0.4154,0.835,0.173,0.821,0,0.391,0.847,0.833,0.3319,0,7196.1,72000.0,1,12,0.1075,0
46729.88,28737.69,12000.0,5992.19,0.2568,53972.92,0.7451,0.84,0.175,0.919,1,0.3244,0.952,0.773,0.1282,0,10714.8,216000.0,0,0,0.5161,1
169709.81,107981.97,8000.0,53727.84,0.0471,230144.7,0.2617,0.844,0.19,0.875,0,0.1972,0.952,0.819,0.3166,0,6320.04,144000.0,1,6,0.006,0
105004.38,64829.11,8000.0,32175.27,0.0762,146664.85,0.3831,0.827,0.194,0.923,0,0.3631,0.843,0.726,0.3064,0,11165.58,144000.0,0,0,0.0821,0
37220.88,28485.52,8000.0,735.36,0.2149,6480.76,0.0736,0.919,0.111,0.695,9,-0.1162,0.723,0.589,0.0198,3,6909.46,192000.0,1,30,0.9998,1
78832.2,49147.9,4000.0,25684.31,0.0507,128374.05,0.5043,0.845,0.169,0.894,0,0.2963,0.847,0.854,0.3258,0,7318.8,72000.0,0,0,0.0563,0
33810.05,21420.25,0.0,12389.8,0.0,68154.95,0.539,0.891,0.168,0.879,0,-0.036,0.945,0.913,0.3665,0,3613.55,0.0,0,0,0.1634,0
31526.67,24096.23,16000.0,-8569.56,0.5075,540.55,0.0159,0.919,0.1,0.59,24,-0.1259,0.674,0.722,0.0,1,6454.64,384000.0,1,35,1.0,1
43730.86,28249.72,2500.0,12981.15,0.0572,71769.67,0.4969,0.875,0.167,0.925,0,-0.1946,0.866,0.829,0.2968,0,3628.48,30000.0,0,0,0.4409,0
24738.32,18824.39,16000.0,-10086.07,0.6468,602.6,0.0202,0.902,0.131,0.745,24,-0.1428,0.768,0.628,0.0,2,6339.89,384000.0,1,35,1.0,1
127963.45,80169.68,4000.0,43793.77,0.0313,188190.19,0.257,0.828,0.2,0.93,0,0.433,0.907,0.733,0.3422,0,9288.72,72000.0,1,6,0.0154,0
46809.85,30583.15,3500.0,12726.71,0.0748,69125.25,0.3856,0.906,0.131,0.934,0,0.1053,0.964,0.847,0.2719,0,3878.99,42000.0,0,0,0.1396,0
42869.08,21171.62,3000.0,18697.46,0.07,118635.02,0.7898,0.971,0.099,0.937,0,0.0748,0.942,0.797,0.4362,0,7323.66,45000.0,0,0,0.0085,0
43879.27,27941.44,0.0,15937.83,0.0,83830.69,0.4018,0.904,0.125,0.871,0,-0.0511,0.927,0.853,0.3632,0,4704.47,0.0,0,0,0.113,0
24979.03,19236.3,12000.0,-6257.27,0.4804,728.18,0.02,0.915,0.119,0.571,24,-0.1768,0.529,0.526,0.0,1,5349.04,288000.0,0,0,1.0,1
38021.82,29359.79,12000.0,-3337.96,0.3156,1185.6,0.0132,0.924,0.101,0.694,23,-0.1916,0.591,0.626,0.0,4,6392.47,288000.0,1,11,1.0,1
106211.16,65154.9,12000.0,29056.26,0.113,133692.51,0.3234,0.831,0.193,0.864,0,0.4202,0.827,0.83,0.2736,0,8107.32,216000.0,0,0,0.1523,1
60866.07,37865.29,4000.0,19000.78,0.0657,100837.71,0.6222,0.849,0.189,0.947,0,0.2744,0.841,0.804,0.3122,0,8379.65,72000.0,1,20,0.1183,0
54664.97,26989.44,0.0,27675.53,0.0,173861.78,0.9022,0.975,0.092,0.922,0,0.037,0.986,0.895,0.5063,0,7583.67,0.0,0,0,0.0007,0
34452.68,21304.19,0.0,13148.49,0.0,67851.5,0.4414,0.886,0.153,0.901,0,0.0542,0.862,0.831,0.3816,0,3452.54,0.0,0,0,0.2125,0
74077.39,37837.57,0.0,36239.82,0.0,222177.43,0.7783,0.973,0.083,0.934,0,0.0567,0.923,0.868,0.4892,0,6026.97,0.0,0,0,0.0004,0
44616.58,22510.35,0.0,22106.23,0.0,144055.86,0.9744,0.974,0.107,0.923,0,0.0356,0.943,0.79,0.4955,0,6553.71,0.0,0,0,0.0022,0
41473.4,26390.81,2500.0,12582.59,0.0603,66026.22,0.3969,0.892,0.122,0.846,0,0.0979,0.872,0.913,0.3034,0,3532.46,30000.0,0,0,0.2135,0
67169.16,33221.16,0.0,33948.01,0.0,204178.72,0.7511,0.973,0.082,0.929,0,0.0525,0.969,0.78,0.5054,0,7241.08,0.0,0,0,0.0006,0
62872.13,31513.86,0.0,31358.27,0.0,186613.16,0.7296,0.975,0.099,0.961,0,0.0451,0.95,0.769,0.4988,0,8697.72,0.0,0,0,0.0011,0
30952.66,19732.23,1500.0,9720.43,0.0485,52740.2,0.4607,0.904,0.087,0.812,0,0.033,0.89,0.954,0.314,0,4837.7,18000.0,0,0,0.1539,0
49443.46,31201.79,8000.0,10241.67,0.1618,64802.22,0.6697,0.86,0.178,0.908,0,0.2026,0.926,0.768,0.2071,0,7004.21,144000.0,0,0,0.3609,1
69704.34,34800.3,0.0,34904.04,0.0,198387.81,0.5925,0.976,0.116,0.978,0,0.0421,0.996,0.813,0.5007,0,8397.69,0.0,0,0,0.001,0
84662.57,53092.99,16000.0,15569.58,0.189,87525.98,0.4449,0.875,0.144,0.824,0,0.3953,0.859,0.863,0.1839,0,6965.62,288000.0,0,0,0.2626,0
37558.75,24142.45,1500.0,11916.29,0.0399,64914.19,0.4644,0.888,0.157,0.846,0,-0.0757,0.975,0.849,0.3173,0,4120.95,18000.0,0,0,0.2883,1
95413.3,55964.27,4000.0,35449.02,0.0419,148732.16,0.2999,0.851,0.201,0.87,0,0.3865,0.851,0.852,0.3715,0,9310.97,72000.0,1,11,0.0486,0
32208.65,21215.6,0.0,10993.05,0.0,56355.51,0.3693,0.886,0.138,0.916,0,-0.1379,0.938,0.951,0.3413,0,3374.29,0.0,0,0,0.2292,0
37541.39,23794.09,3500.0,10247.3,0.0932,57980.71,0.4663,0.895,0.138,0.841,0,0.1251,0.919,0.836,0.273,0,4924.56,42000.0,0,0,0.2945,0
55065.56,27412.14,3000.0,24653.42,0.0545,146719.37,0.6402,0.975,0.083,0.972,0,0.0478,0.989,0.86,0.4477,0,5853.79,45000.0,0,0,0.0028,0
117978.28,71607.99,16000.0,30370.29,0.1356,128735.05,0.2304,0.833,0.188,0.935,0,0.3741,0.938,0.742,0.2574,0,11235.82,288000.0,0,0,0.134,0
34330.55,22208.88,2500.0,9621.67,0.0728,56851.32,0.595,0.89,0.103,0.833,0,-0.1197,0.87,0.903,0.2803,0,4509.37,30000.0,0,0,0.2512,0
36997.32,23740.49,1500.0,11756.83,0.0405,63924.93,0.3754,0.903,0.113,0.878,0,-0.0543,0.958,0.859,0.3178,0,3053.54,18000.0,0,0,0.1838,0
45086.04,22738.49,0.0,22347.55,0.0,140898.01,0.8646,0.973,0.08,0.924,0,0.0451,0.996,0.779,0.4957,0,6007.04,0.0,0,0,0.0017,0
29197.49,18075.74,1500.0,9621.74,0.0514,53029.07,0.4699,0.889,0.118,0.867,0,0.0565,0.922,0.91,0.3295,0,4840.78,18000.0,0,0,0.1874,1
76303.35,38618.55,3000.0,34684.8,0.0393,209526.34,0.6724,0.972,0.095,0.91,0,0.0329,0.977,0.876,0.4546,0,6797.93,45000.0,0,0,0.0009,0
82243.77,40669.08,3000.0,38574.69,0.0365,217770.72,0.496,0.973,0.107,0.926,0,0.027,0.935,0.829,0.469,0,5987.67,45000.0,0,0,0.0016,0
64765.43,33878.2,3000.0,27887.24,0.0463,163540.01,0.5834,0.974,0.089,0.939,0,0.0309,0.93,0.78,0.4306,0,8035.06,45000.0,0,0,0.0044,0
40589.17,30987.6,12000.0,-2398.44,0.2956,1102.16,0.0123,0.929,0.09,0.642,19,-0.1036,0.654,0.586,0.0,1,4724.63,288000.0,1,34,0.9999,1
91542.72,45481.14,0.0,46061.58,0.0,254926.15,0.5223,0.975,0.112,0.949,0,0.0447,0.974,0.88,0.5032,0,8675.92,0.0,0,0,0.0003,0
27095.68,20811.74,8000.0,-1716.06,0.2953,897.48,0.0185,0.903,0.147,0.686,22,-0.2136,0.614,0.716,0.0,1,4280.48,192000.0,0,0,1.0,1
16113.58,12028.55,8000.0,-3914.97,0.4965,887.28,0.031,0.906,0.137,0.7,24,-0.2059,0.695,0.647,0.0,2,4268.44,192000.0,0,0,1.0,1
90882.33,57578.02,12000.0,21304.31,0.132,102727.47,0.3522,0.865,0.165,0.852,0,0.1846,0.835,0.869,0.2344,0,8436.08,216000.0,1,6,0.3002,0
53539.59,27085.13,0.0,26454.47,0.0,162403.18,0.7807,0.973,0.079,0.97,0,0.0482,0.948,0.882,0.4941,0,8943.85,0.0,0,0,0.001,0
62068.23,39124.35,16000.0,6943.88,0.2578,56543.35,0.5339,0.855,0.185,0.888,1,0.4478,0.892,0.722,0.1119,0,11257.78,288000.0,0,0,0.7051,0
40930.38,26306.37,2500.0,12124.01,0.0611,63330.92,0.3319,0.883,0.14,0.893,0,0.0344,0.94,0.83,0.2962,0,4857.21,30000.0,0,0,0.3048,1
25474.33,19133.42,8000.0,-1659.09,0.314,2036.13,0.0196,0.922,0.101,0.655,20,-0.0891,0.568,0.536,0.0,1,6304.1,192000.0,1,35,1.0,1
37677.32,24736.07,0.0,12941.25,0.0,65925.16,0.388,0.908,0.122,0.807,0,-0.0062,0.906,0.829,0.3435,0,3258.19,0.0,0,0,0.2023,0
64873.77,41777.65,4000.0,19096.12,0.0617,93760.97,0.4892,0.845,0.178,0.868,0,0.3472,0.836,0.853,0.2944,0,6243.0,72000.0,1,23,0.1597,0
104351.9,63462.13,4000.0,36889.77,0.0383,170147.94,0.4033,0.888,0.165,0.876,0,0.1335,0.952,0.878,0.3535,0,11334.58,72000.0,0,0,0.013,0
62218.68,30936.6,0.0,31282.08,0.0,187647.99,0.7141,0.973,0.1,0.979,0,0.0451,0.931,0.787,0.5028,0,6443.23,0.0,0,0,0.0012,0
24793.64,15947.21,0.0,8846.43,0.0,52749.11,0.6781,0.895,0.112,0.826,0,0.0424,0.903,0.918,0.3568,0,4965.1,0.0,0,0,0.0915,0
52174.32,26116.69,3000.0,23057.64,0.0575,149777.83,0.8378,0.977,0.091,0.915,0,0.0463,0.973,0.783,0.4419,0,8031.75,45000.0,0,0,0.0031,0
31418.03,19747.02,3500.0,8171.01,0.1114,50265.13,0.5025,0.891,0.141,0.834,0,-0.1561,0.918,0.895,0.2601,0,3024.02,42000.0,0,0,0.5276,0
59614.99,30525.04,3000.0,26089.94,0.0503,169888.89,0.8847,0.974,0.101,0.923,0,0.0593,0.974,0.915,0.4376,0,7438.78,45000.0,0,0,0.0013,0
45833.71,22698.42,0.0,23135.29,0.0,151846.81,1.0266,0.97,0.086,0.903,0,0.0672,0.953,0.771,0.5048,0,6786.89,0.0,0,0,0.0012,0
37909.91,23811.42,0.0,14098.5,0.0,73065.8,0.4345,0.886,0.155,0.929,0,0.0971,0.916,0.857,0.3719,0,4476.78,0.0,0,0,0.1262,0
22560.79,17315.76,8000.0,-2754.97,0.3546,818.8,0.0222,0.926,0.097,0.61,24,-0.1767,0.778,0.594,0.0,1,5507.6,192000.0,1,19,1.0,1
85684.24,53996.84,12000.0,19687.4,0.14,108002.28,0.4376,0.846,0.171,0.933,0,0.2022,0.895,0.724,0.2298,0,11128.67,216000.0,0,0,0.262,0
73119.29,35140.36,0.0,37978.93,0.0,217971.92,0.5534,0.979,0.106,0.945,0,0.0412,0.922,0.829,0.5194,0,6420.38,0.0,0,0,0.001,0
49597.67,31391.67,2500.0,15706.0,0.0504,80397.16,0.3423,0.893,0.122,0.871,0,0.1494,0.882,0.904,0.3167,0,4765.61,30000.0,0,0,0.1332,0
33808.52,20980.66,1500.0,11327.86,0.0444,61757.48,0.4851,0.887,0.153,0.92,0,0.1229,0.918,0.896,0.3351,0,3986.39,18000.0,0,0,0.167,1
16633.15,12837.08,8000.0,-4203.93,0.481,538.28,0.0301,0.909,0.128,0.604,24,-0.1955,0.52,0.652,0.0,1,5219.61,192000.0,0,0,1.0,1
86634.45,54848.6,12000.0,19785.84,0.1385,92579.19,0.3363,0.855,0.149,0.842,0,0.3074,0.888,0.73,0.2284,1,8136.83,216000.0,1,15,0.495,0
40595.87,25213.8,12000.0,3382.07,0.2956,38807.76,0.6699,0.829,0.214,0.905,4,0.4052,0.855,0.804,0.0833,0,6198.8,216000.0,1,6,0.8976,0
107549.74,68835.17,8000.0,30714.58,0.0744,145731.03,0.407,0.854,0.114,0.864,0,0.2039,0.864,0.799,0.2856,0,8190.3,144000.0,0,0,0.0337,0
58281.5,28904.31,6000.0,23377.19,0.1029,145400.93,0.663,0.973,0.096,0.929,0,0.0456,0.973,0.894,0.4011,0,7003.48,90000.0,1,5,0.0061,0
58217.82,29544.01,6000.0,22673.81,0.1031,152619.04,0.8767,0.972,0.096,0.964,0,0.0695,0.941,0.79,0.3895,0,7897.84,90000.0,0,0,0.0038,0
33176.59,21138.66,1500.0,10537.93,0.0452,55757.46,0.3699,0.911,0.132,0.861,0,0.0028,0.96,0.933,0.3176,0,4747.81,18000.0,0,0,0.2104,0
44879.17,27970.14,12000.0,4909.03,0.2674,43699.36,0.6489,0.819,0.18,0.896,2,0.4597,0.865,0.868,0.1094,1,11302.66,216000.0,0,0,0.8488,1
35177.55,22028.73,2500.0,10648.82,0.0711,60157.29,0.5536,0.89,0.106,0.871,0,0.0942,0.883,0.925,0.3027,0,4577.95,30000.0,0,0,0.1303,0
26176.83,16485.74,3500.0,6191.08,0.1337,41571.98,0.5891,0.891,0.146,0.828,0,0.0238,0.87,0.849,0.2365,0,4333.51,42000.0,0,0,0.5494,1
47991.11,23958.5,0.0,24032.61,0.0,162784.73,1.097,0.972,0.098,0.912,0,0.0443,0.934,0.863,0.5008,0,5488.94,0.0,0,0,0.0008,0
24447.76,18434.2,12000.0,-5986.44,0.4908,893.06,0.0205,0.904,0.114,0.583,24,-0.2335,0.584,0.733,0.0,1,4071.99,288000.0,1,29,1.0,1
32194.97,20233.15,1500.0,10461.82,0.0466,61872.93,0.5525,0.886,0.146,0.851,0,-0.1332,0.913,0.873,0.325,0,3525.65,18000.0,0,0,0.3168,0
90629.0,57596.24,12000.0,21032.75,0.1324,102738.22,0.4264,0.822,0.17,0.886,0,0.3465,0.924,0.766,0.2321,0,8802.62,216000.0,1,12,0.1995,0
42617.62,26710.39,1500.0,14407.23,0.0352,80472.6,0.4761,0.88,0.16,0.939,0,-0.1647,0.959,0.9,0.3381,0,4500.62,18000.0,0,0,0.194,0
33464.12,26128.04,12000.0,-4663.92,0.3586,612.81,0.0149,0.909,0.11,0.594,24,-0.1988,0.771,0.62,0.0,3,6070.39,288000.0,0,0,1.0,1
96044.53,59818.87,8000.0,28225.66,0.0833,130351.45,0.4001,0.837,0.199,0.902,0,0.3789,0.929,0.859,0.2939,0,11324.44,144000.0,0,0,0.0674,0
29295.62,21849.22,12000.0,-4553.6,0.4096,851.89,0.0171,0.908,0.118,0.715,24,-0.1607,0.725,0.731,0.0,2,6903.26,288000.0,1,11,1.0,1
97547.73,58951.49,8000.0,30596.24,0.082,142295.72,0.4331,0.869,0.135,0.915,0,0.3105,0.903,0.879,0.3137,0,10091.98,144000.0,1,23,0.0175,0
86855.84,51505.81,4000.0,31350.04,0.0461,136443.01,0.3698,0.873,0.12,0.883,0,0.1814,0.953,0.733,0.3609,0,10241.07,72000.0,1,14,0.0234,0
69349.42,34501.01,0.0,34848.41,0.0,215500.36,0.818,0.974,0.082,0.953,0,0.0581,0.976,0.866,0.5025,0,5163.09,0.0,0,0,0.0003,0
57186.47,28493.76,0.0,28692.71,0.0,178354.48,0.8549,0.973,0.078,0.908,0,0.0339,0.947,0.771,0.5017,0,8751.17,0.0,0,0,0.001,0
26772.79,20595.67,16000.0,-9822.88,0.5976,547.3,0.0187,0.92,0.104,0.638,24,-0.1972,0.771,0.737,0.0,1,5836.14,384000.0,0,0,1.0,1
82060.03,42607.31,0.0,39452.72,0.0,233894.25,0.6541,0.977,0.082,0.928,0,0.034,0.939,0.758,0.4808,0,8052.7,0.0,0,0,0.0005,0
38792.18,24799.46,0.0,13992.72,0.0,72918.28,0.3892,0.877,0.157,0.926,0,-0.1883,0.895,0.902,0.3607,0,3098.56,0.0,0,0,0.2857,0
30662.62,19767.38,0.0,10895.24,0.0,59801.81,0.5204,0.896,0.117,0.807,0,0.0053,0.919,0.901,0.3553,0,3057.73,0.0,0,0,0.1394,0
51284.09,32885.47,1500.0,16898.61,0.0292,83453.29,0.3291,0.907,0.099,0.87,0,-0.0404,0.926,0.871,0.3295,0,4718.36,18000.0,0,0,0.1033,0
59013.5,29706.38,3000.0,26307.12,0.0508,174979.89,0.9463,0.972,0.093,0.96,0,0.0663,0.974,0.887,0.4458,0,6343.85,45000.0,0,0,0.0008,0
38910.44,25144.64,2500.0,11265.8,0.0643,61019.85,0.3688,0.891,0.134,0.84,0,-0.0449,0.908,0.87,0.2895,0,3034.24,30000.0,0,0,0.3795,1
88402.27,53925.57,12000.0,22476.7,0.1357,99441.22,0.2841,0.85,0.194,0.936,0,0.2968,0.905,0.858,0.2543,1,6227.7,216000.0,1,16,0.443,1
99183.45,62911.87,8000.0,28271.57,0.0807,129268.01,0.3877,0.854,0.191,0.862,0,0.3278,0.919,0.852,0.285,0,7421.74,144000.0,0,0,0.0775,0
35898.43,22850.97,0.0,13047.46,0.0,72563.78,0.5303,0.881,0.133,0.833,0,0.0191,0.899,0.924,0.3635,0,4707.53,0.0,0,0,0.1286,0
30667.32,23622.39,16000.0,-8955.07,0.5217,572.16,0.0163,0.912,0.122,0.601,24,-0.1826,0.583,0.747,0.0,2,4309.11,384000.0,1,22,1.0,1
105424.07,66467.51,16000.0,22956.56,0.1518,104989.05,0.3271,0.825,0.201,0.913,0,0.2976,0.884,0.747,0.2178,0,9578.74,288000.0,0,0,0.395,0
43757.36,27903.82,0.0,15853.54,0.0,83041.93,0.3973,0.895,0.12,0.915,0,-0.0338,0.873,0.903,0.3623,1,4581.02,0.0,0,0,0.2153,0
74866.63,37586.26,0.0,37280.37,0.0,225114.29,0.7245,0.974,0.087,0.914,0,0.0362,0.92,0.798,0.498,0,8877.6,0.0,0,0,0.0005,0
42254.54,21376.03,3000.0,17878.5,0.071,129237.59,1.1285,0.975,0.085,0.915,0,0.041,0.997,0.874,0.4231,0,7037.61,45000.0,1,9,0.0017,0
35896.89,22636.65,1500.0,11760.25,0.0418,59082.15,0.3566,0.912,0.122,0.937,0,-0.0416,0.853,0.841,0.3276,0,3537.34,18000.0,0,0,0.2577,0
30712.15,19500.59,0.0,11211.56,0.0,66141.2,0.669,0.888,0.15,0.82,0,-0.0264,0.966,0.918,0.3651,0,4847.09,0.0,0,0,0.113,0
37145.03,23838.35,1500.0,11806.68,0.0404,62056.25,0.414,0.898,0.123,0.919,0,0.161,0.897,0.893,0.3179,1,4701.01,18000.0,0,0,0.2457,0
108454.21,67579.23,16000.0,24874.98,0.1475,109241.94,0.3037,0.839,0.185,0.841,0,0.3467,0.919,0.753,0.2294,0,8734.28,288000.0,0,0,0.2818,0
73346.15,46069.04,4000.0,23277.11,0.0545,115741.2,0.4788,0.84,0.21,0.894,0,0.3469,0.847,0.848,0.3174,0,9042.29,72000.0,0,0,0.1331,0
38365.85,29655.49,20000.0,-11289.64,0.5213,500.0,0.013,0.916,0.102,0.573,24,-0.158,0.711,0.716,0.0,1,5472.42,480000.0,1,14,1.0,1
49626.3,24264.08,3000.0,22362.22,0.0605,139282.38,0.7909,0.975,0.083,0.965,0,0.0444,0.986,0.799,0.4506,0,8601.62,45000.0,0,0,0.0029,0
21822.54,16459.36,16000.0,-10636.82,0.7332,586.54,0.0229,0.925,0.092,0.6,24,-0.1248,0.613,0.663,0.0,1,4039.4,384000.0,0,0,1.0,1
38098.28,24458.04,0.0,13640.24,0.0,68900.75,0.4082,0.892,0.142,0.875,0,0.0954,0.918,0.929,0.358,0,3107.3,0.0,0,0,0.122,0
85821.05,52312.11,12000.0,21508.94,0.1398,105464.78,0.3653,0.847,0.185,0.868,0,0.3102,0.901,0.791,0.2506,0,11647.74,216000.0,0,0,0.2772,1
